university,degree,season,decision,gpa,gre_verbal,gre_quant,gre_writing,status,uni_faculty,uni_pub,world_ranking
"University Of Minnesota, Twin Cities (UMN)",PhD,F15,Accepted,3.8,159.0,170.0,4.0,International with US Degree,37.0,3.1,52
"University Of Illinois, Chicago (UIC)",MS,F15,Rejected,3.03,161.0,144.0,2.5,International,33.0,2.8,197
Carnegie Mellon University (CMU),PhD,S15,Accepted,3.96,168.0,170.0,5.0,International,152.0,18.1,20
Carnegie Mellon University (CMU),PhD,F15,Accepted,4.0,167.0,170.0,5.0,American,152.0,18.1,20
Carnegie Mellon University (CMU),PhD,F15,Accepted,3.4,158.0,164.0,4.0,International,152.0,18.1,20
Purdue University,PhD,F15,Accepted,3.72,154.0,159.0,4.0,American,53.0,4.8,106
University Of Pennsylvania (UPenn),PhD,F15,Accepted,4.0,157.0,164.0,4.0,American,46.0,5.6,19
Georgia Institute Of Technology (GTech),PhD,F15,Accepted,3.88,161.0,167.0,5.0,International,73.0,6.7,27
Rice University,PhD,F15,Rejected,3.58,152.0,170.0,3.0,International,19.0,2.8,47
"University Of Wisconsin, Madison",PhD,F15,Accepted,4.0,158.0,170.0,4.0,International,48.0,5.9,27
University Of Kansas,PhD,F15,Accepted,3.74,147.0,164.0,3.0,International,11.0,1.2,290
Carnegie Mellon University (CMU),PhD,F14,Accepted,3.9,152.0,165.0,4.0,American,152.0,18.1,20
Georgia Institute Of Technology (GTech),PhD,F15,Accepted,3.4,168.0,170.0,4.0,International,73.0,6.7,27
Duke University,PhD,F15,Accepted,3.94,145.0,170.0,3.0,International,22.0,2.8,24
University Of Delaware,PhD,F15,Accepted,3.5,159.0,158.0,4.0,International,11.0,1.4,159
"University Of Wisconsin, Madison",MS,F15,Accepted,4.0,167.0,167.0,5.5,International with US Degree,48.0,5.9,27
University Of Virginia (UVA),PhD,F15,Accepted,3.89,152.0,163.0,3.5,International,21.0,2.4,72
University Of Utah (UoU),PhD,F15,Accepted,4.0,159.0,168.0,4.5,International,40.0,3.6,83
"University Of California, San Diego (UCSD)",MS,F15,Accepted,3.94,161.0,168.0,4.0,International,53.0,6.9,32
University Of Virginia (UVA),PhD,F15,Accepted,3.8,165.0,166.0,3.0,International,21.0,2.4,72
University Of Utah (UoU),PhD,F15,Accepted,3.91,151.0,162.0,3.5,International with US Degree,40.0,3.6,83
Oregon State University,PhD,F15,Accepted,3.84,149.0,162.0,3.5,International,30.0,2.8,288
"University Of California, San Diego (UCSD)",MS,F15,Accepted,3.24,148.0,163.0,4.0,International,53.0,6.9,32
University Of Pennsylvania (UPenn),MS,F15,Accepted,3.67,160.0,167.0,5.0,International,46.0,5.6,19
"University Of California, San Diego (UCSD)",MS,F15,Accepted,3.67,160.0,167.0,5.0,International,53.0,6.9,32
Northeastern University,MS,F15,Accepted,4.0,170.0,158.0,4.0,International,55.0,4.7,213
New York University (NYU),PhD,F15,Accepted,3.82,168.0,170.0,4.5,American,46.0,4.3,60
"University Of California, Berkeley (UCB)",PhD,F15,Accepted,3.82,168.0,170.0,4.5,American,83.0,11.1,8
Oregon State University,PhD,F15,Accepted,3.62,165.0,163.0,5.0,American,30.0,2.8,288
Johns Hopkins University (JHU),PhD,F15,Accepted,3.24,144.0,168.0,3.0,International,22.0,2.4,13
"University Of California, Berkeley (UCB)",PhD,F15,Accepted,3.8,145.0,164.0,3.0,International,83.0,11.1,8
"University Of California, San Diego (UCSD)",MS,F15,Accepted,3.8,162.0,168.0,4.5,International,53.0,6.9,32
"University Of California, Berkeley (UCB)",PhD,S15,Accepted,3.8,170.0,168.0,4.0,American,83.0,11.1,8
Johns Hopkins University (JHU),PhD,F15,Accepted,3.56,154.0,170.0,4.0,International,22.0,2.4,13
"University Of California, Berkeley (UCB)",PhD,F15,Accepted,3.85,166.0,170.0,5.0,American,83.0,11.1,8
"University Of California, Berkeley (UCB)",PhD,F15,Accepted,3.9,156.0,164.0,6.0,American,83.0,11.1,8
"University Of California, Berkeley (UCB)",PhD,F15,Accepted,3.5,146.0,168.0,3.0,International,83.0,11.1,8
"University Of California, San Diego (UCSD)",MS,F15,Accepted,3.84,165.0,165.0,4.0,American,53.0,6.9,32
Georgia Institute Of Technology (GTech),PhD,F15,Accepted,3.85,154.0,168.0,3.0,International,73.0,6.7,27
"University Of California, Berkeley (UCB)",PhD,F15,Accepted,4.0,170.0,148.0,3.0,International,83.0,11.1,8
Georgia Institute Of Technology (GTech),PhD,F15,Accepted,4.0,163.0,168.0,4.0,International,73.0,6.7,27
"University Of Wisconsin, Madison",MS,F15,Accepted,3.72,152.0,168.0,3.5,International,48.0,5.9,27
University Of Southern California (USC),MS,F15,Accepted,3.67,163.0,170.0,4.5,International,50.0,5.7,73
"University Of Illinois, Urbana-Champaign (UIUC)",PhD,F15,Accepted,3.84,153.0,164.0,3.0,International,83.0,9.9,33
"University Of Illinois, Urbana-Champaign (UIUC)",PhD,F15,Accepted,3.84,153.0,164.0,3.0,International,83.0,9.9,33
Stevens Institute Of Technology (SIT),PhD,F15,Rejected,3.13,146.0,157.0,3.5,International,10.0,1.5,1000
"University Of Texas, Dallas (UT Dallas)",MS,F15,Accepted,3.2,146.0,162.0,4.0,International,34.0,2.3,260
Rice University,PhD,F15,Accepted,3.6,168.0,155.0,4.0,International,19.0,2.8,47
Carnegie Mellon University (CMU),PhD,F15,Accepted,3.8,145.0,165.0,2.5,International,152.0,18.1,20
"University Of California, San Diego (UCSD)",MS,F15,Accepted,3.38,159.0,170.0,4.0,International,53.0,6.9,32
"University Of Wisconsin, Madison",MS,F15,Accepted,3.9,158.0,169.0,3.5,International,48.0,5.9,27
"University Of California, Los Angeles (UCLA)",MS,F15,Accepted,3.6,168.0,161.0,3.5,American,37.0,5.0,11
Rice University,PhD,F15,Accepted,3.85,168.0,154.0,3.0,International,19.0,2.8,47
"University Of Wisconsin, Madison",PhD,F15,Accepted,4.0,157.0,164.0,4.0,American,48.0,5.9,27
"University Of California, Los Angeles (UCLA)",PhD,F15,Accepted,3.86,154.0,160.0,3.0,International with US Degree,37.0,5.0,11
"University Of Illinois, Urbana-Champaign (UIUC)",PhD,F15,Accepted,3.9,162.0,168.0,4.0,International,83.0,9.9,33
"University Of Illinois, Urbana-Champaign (UIUC)",PhD,F15,Accepted,3.55,154.0,170.0,4.5,International,83.0,9.9,33
Rice University,PhD,F15,Accepted,3.61,153.0,167.0,3.0,International,19.0,2.8,47
"University Of California, San Diego (UCSD)",MS,F15,Accepted,3.6,161.0,169.0,3.0,International,53.0,6.9,32
Clemson University,PhD,F15,Rejected,3.86,147.0,167.0,3.5,International,16.0,1.3,375
"University Of California, San Diego (UCSD)",MS,F15,Accepted,3.52,155.0,169.0,4.5,American,53.0,6.9,32
"University Of Texas, Dallas (UT Dallas)",MS,F15,Accepted,3.7,152.0,164.0,4.0,International,34.0,2.3,260
"University Of Maryland, College Park (UMD)",PhD,F15,Accepted,3.7,170.0,170.0,5.0,International,52.0,6.4,98
Stevens Institute Of Technology (SIT),MS,F15,Accepted,4.0,153.0,168.0,3.0,International,10.0,1.5,1000
"University Of California, San Diego (UCSD)",PhD,F15,Accepted,3.74,150.0,167.0,3.0,International,53.0,6.9,32
"Texas A&M University, College Station (TAMU)",PhD,F15,Accepted,4.0,168.0,161.0,4.5,American,38.0,3.1,164
"University Of Washington, Seattle (UW)",PhD,F15,Accepted,3.0,166.0,170.0,4.0,American,57.0,8.4,23
"University Of California, San Diego (UCSD)",MS,F15,Accepted,3.59,151.0,169.0,3.0,International,53.0,6.9,32
"University Of Texas, Austin (UT Austin)",PhD,F15,Accepted,3.94,145.0,170.0,3.0,International,42.0,5.4,29
"University Of Texas, Austin (UT Austin)",PhD,F15,Accepted,4.0,165.0,163.0,6.0,International,42.0,5.4,29
"University Of Texas, Austin (UT Austin)",PhD,F15,Accepted,3.7,168.0,153.0,4.5,International,42.0,5.4,29
Duke University,PhD,F15,Accepted,3.87,170.0,160.0,4.0,International,22.0,2.8,24
"University Of California, San Diego (UCSD)",MS,F15,Accepted,3.8,148.0,170.0,3.0,International,53.0,6.9,32
"University Of California, San Diego (UCSD)",MS,F15,Accepted,3.78,166.0,153.0,3.0,International,53.0,6.9,32
"University Of Wisconsin, Madison",PhD,F15,Accepted,3.82,154.0,168.0,4.0,International,48.0,5.9,27
"University Of California, San Diego (UCSD)",MS,F15,Accepted,4.0,157.0,167.0,4.5,International,53.0,6.9,32
"University Of Wisconsin, Madison",PhD,F15,Accepted,3.9,162.0,168.0,4.0,International,48.0,5.9,27
University Of Chicago (UChicago),PhD,F15,Accepted,3.0,170.0,166.0,4.0,American,23.0,2.7,12
Temple University,MS,F15,Accepted,3.67,143.0,159.0,2.5,International,12.0,1.5,375
Georgia Institute Of Technology (GTech),MS,F15,Rejected,3.7,158.0,170.0,3.5,International,73.0,6.7,27
University Of Central Florida (UCF),PhD,F15,Accepted,2.75,151.0,168.0,4.0,International with US Degree,24.0,2.0,1000
University Of Central Florida (UCF),PhD,F15,Accepted,3.86,147.0,167.0,3.5,International,24.0,2.0,1000
University Of Arizona,PhD,F15,Accepted,3.82,156.0,170.0,4.0,International with US Degree,19.0,1.6,95
University Of Central Florida (UCF),PhD,F15,Accepted,3.46,145.0,168.0,3.0,International,24.0,2.0,1000
"University Of Washington, Seattle (UW)",PhD,F15,Accepted,4.0,167.0,170.0,5.5,American,57.0,8.4,23
University Of Kansas,PhD,F15,Accepted,4.0,161.0,168.0,4.5,American,11.0,1.2,290
"University Of Washington, Seattle (UW)",PhD,F15,Accepted,4.0,159.0,170.0,5.0,International with US Degree,57.0,8.4,23
"University Of Washington, Seattle (UW)",PhD,F15,Accepted,3.9,161.0,164.0,4.0,International with US Degree,57.0,8.4,23
Virginia Tech,PhD,F15,Accepted,3.89,152.0,163.0,3.5,International,39.0,2.4,72
"University Of Washington, Seattle (UW)",PhD,F15,Accepted,4.0,152.0,170.0,3.5,International,57.0,8.4,23
"University Of California, San Diego (UCSD)",MS,F15,Accepted,3.3,160.0,168.0,4.0,International,53.0,6.9,32
"University Of California, San Diego (UCSD)",MS,F15,Accepted,3.95,161.0,169.0,4.0,International,53.0,6.9,32
Kansas State University,MS,F15,Accepted,3.05,153.0,168.0,4.0,International,6.0,1.2,375
"University Of Illinois, Urbana-Champaign (UIUC)",PhD,F15,Accepted,3.8,170.0,168.0,4.0,American,83.0,9.9,33
"University Of Illinois, Urbana-Champaign (UIUC)",PhD,F15,Accepted,3.9,156.0,164.0,6.0,American,83.0,9.9,33
Rice University,PhD,F15,Rejected,3.91,151.0,162.0,3.5,International with US Degree,19.0,2.8,47
"University Of Illinois, Urbana-Champaign (UIUC)",PhD,F15,Accepted,3.76,150.0,170.0,3.0,International with US Degree,83.0,9.9,33
"University Of Michigan, Ann Arbor (UMich)",PhD,F15,Accepted,3.94,145.0,170.0,3.0,International,63.0,8.6,15
"University Of Maryland, College Park (UMD)",PhD,F15,Accepted,3.97,166.0,170.0,5.0,American,52.0,6.4,98
"University Of Washington, Seattle (UW)",PhD,F15,Accepted,3.97,166.0,170.0,5.0,American,57.0,8.4,23
"University Of Maryland, College Park (UMD)",PhD,F15,Accepted,3.62,165.0,163.0,5.0,American,52.0,6.4,98
Princeton University,PhD,F15,Accepted,3.4,168.0,168.0,4.5,American,51.0,5.3,5
"University Of Wisconsin, Madison",MS,F15,Wait listed,3.6,144.0,158.0,3.5,International,48.0,5.9,27
"University Of Michigan, Ann Arbor (UMich)",PhD,F15,Accepted,3.95,163.0,168.0,3.5,International,63.0,8.6,15
"University Of Illinois, Urbana-Champaign (UIUC)",PhD,F15,Accepted,4.0,156.0,166.0,4.0,American,83.0,9.9,33
Northeastern University,MS,F15,Accepted,3.87,154.0,168.0,3.5,International,55.0,4.7,213
Northeastern University,MS,F15,Rejected,3.6,157.0,170.0,3.5,International,55.0,4.7,213
North Caroline State University (NCSU),MS,F15,Rejected,3.5,161.0,170.0,4.0,International,30.0,2.3,1000
Northeastern University,MS,F15,Rejected,3.2,148.0,156.0,3.0,International,55.0,4.7,213
University Of Pennsylvania (UPenn),MS,F15,Accepted,3.52,155.0,169.0,4.5,American,46.0,5.6,19
University Of Southern California (USC),PhD,F15,Accepted,3.96,168.0,170.0,5.0,International,50.0,5.7,73
"University Of Michigan, Ann Arbor (UMich)",PhD,F15,Accepted,3.95,159.0,168.0,4.5,International with US Degree,63.0,8.6,15
University Of Southern California (USC),MS,F15,Accepted,3.53,165.0,163.0,6.0,American,50.0,5.7,73
University Of Pennsylvania (UPenn),MS,F15,Accepted,3.7,156.0,161.0,4.0,International,46.0,5.6,19
University Of Southern California (USC),PhD,F15,Accepted,3.7,170.0,170.0,5.0,International,50.0,5.7,73
University Of Pennsylvania (UPenn),MS,F15,Accepted,3.94,161.0,168.0,4.0,International,46.0,5.6,19
University Of Southern California (USC),PhD,F15,Accepted,3.9,154.0,170.0,4.5,American,50.0,5.7,73
Rice University,PhD,F15,Accepted,3.31,162.0,167.0,4.5,American,19.0,2.8,47
Rice University,PhD,F15,Accepted,3.31,167.0,162.0,4.5,American,19.0,2.8,47
Rensselaer Polytechnic Institute (RPI),MS,F15,Rejected,3.9,152.0,166.0,3.5,International,13.0,1.8,104
Ohio State University (OSU),PhD,F15,Accepted,3.58,164.0,161.0,4.5,American,35.0,3.4,66
Ohio State University (OSU),PhD,F15,Accepted,3.79,152.0,165.0,3.5,International,35.0,3.4,66
University Of Pennsylvania (UPenn),MS,F15,Rejected,3.8,162.0,168.0,4.5,International,46.0,5.6,19
"University Of Texas, Arlington",MS,F15,Rejected,3.03,144.0,161.0,2.5,International,15.0,1.8,550
University Of Central Florida (UCF),MS,F15,Accepted,3.03,144.0,161.0,2.5,International,24.0,2.0,1000
"University Of California, Los Angeles (UCLA)",MS,F15,Accepted,3.62,157.0,161.0,4.0,American,37.0,5.0,11
"University Of California, Los Angeles (UCLA)",PhD,F15,Accepted,3.96,148.0,165.0,3.0,International,37.0,5.0,11
University Of Pennsylvania (UPenn),MS,F15,Rejected,3.91,149.0,168.0,4.0,International,46.0,5.6,19
University Of Pennsylvania (UPenn),MS,F15,Rejected,3.0,159.0,166.0,4.0,International,46.0,5.6,19
University Of Pennsylvania (UPenn),MS,F15,Rejected,3.6,152.0,168.0,4.0,International,46.0,5.6,19
University Of Pennsylvania (UPenn),MS,F15,Rejected,3.86,164.0,161.0,4.0,American,46.0,5.6,19
University Of Pennsylvania (UPenn),MS,F15,Rejected,3.3,156.0,164.0,4.0,International,46.0,5.6,19
Brown University,MS,S15,Accepted,3.58,169.0,168.0,5.0,American,26.0,3.3,55
University Of Chicago (UChicago),MS,S15,Accepted,3.23,156.0,158.0,4.0,American,23.0,2.7,12
"University Of Texas, Dallas (UT Dallas)",MS,F15,Accepted,3.1,146.0,167.0,3.0,International,34.0,2.3,260
"University Of California, Los Angeles (UCLA)",MS,F15,Accepted,3.87,164.0,162.0,5.0,American,37.0,5.0,11
University Of Southern California (USC),MS,S15,Rejected,3.76,146.0,170.0,3.0,American,50.0,5.7,73
Stevens Institute Of Technology (SIT),MS,F15,Accepted,3.1,146.0,167.0,3.0,International,10.0,1.5,1000
Stevens Institute Of Technology (SIT),MS,S15,Rejected,3.57,159.0,156.0,3.0,American,10.0,1.5,1000
"University Of Illinois, Urbana-Champaign (UIUC)",PhD,S15,Rejected,3.46,143.0,166.0,3.0,International with US Degree,83.0,9.9,33
New York University (NYU),MS,S15,Accepted,3.5,158.0,158.0,4.5,International,46.0,4.3,60
University Of Chicago (UChicago),MS,S15,Accepted,3.36,160.0,167.0,4.5,American,23.0,2.7,12
Columbia University,MS,S15,Rejected,3.5,158.0,158.0,4.5,International,47.0,5.8,18
"University Of Illinois, Urbana-Champaign (UIUC)",MS,S15,Accepted,3.45,153.0,164.0,4.5,International with US Degree,83.0,9.9,33
New York University (NYU),MS,S15,Accepted,3.5,158.0,158.0,4.5,International,46.0,4.3,60
Stevens Institute Of Technology (SIT),MS,S15,Accepted,3.0,140.0,150.0,2.5,International,10.0,1.5,1000
University Of Georgia,PhD,F14,Accepted,3.02,151.0,167.0,3.5,International,7.0,1.3,213
Michigan State University (MSU),PhD,F14,Rejected,3.02,151.0,167.0,3.5,International,19.0,1.9,122
"University Of Maryland, College Park (UMD)",PhD,F14,Rejected,3.02,151.0,167.0,3.5,International,52.0,6.4,98
"University Of California, Davis (UCD)",PhD,F14,Rejected,3.8,156.0,170.0,3.5,International,28.0,2.9,54
Northeastern University,MS,F14,Rejected,2.85,139.0,161.0,3.0,International,55.0,4.7,213
New York University (NYU),MS,F14,Accepted,2.8,159.0,161.0,3.5,American,46.0,4.3,60
University Of Chicago (UChicago),MS,F14,Rejected,3.4,164.0,157.0,4.0,American,23.0,2.7,12
University Of Southern California (USC),MS,F14,Rejected,3.4,159.0,164.0,4.5,International,50.0,5.7,73
University Of Chicago (UChicago),MS,F14,Accepted,3.65,161.0,161.0,5.0,American,23.0,2.7,12
Arizona State University (ASU),MS,F14,Accepted,3.05,154.0,162.0,3.5,American,26.0,2.3,161
Boston University (BU),MS,F14,Accepted,2.85,139.0,161.0,3.0,International,22.0,2.5,59
Washington State University (WSU),MS,F14,Accepted,2.85,139.0,161.0,3.0,International,12.0,1.4,325
"University Of California, Davis (UCD)",MS,F14,Accepted,3.0,163.0,168.0,4.0,American,28.0,2.9,54
Purdue University,PhD,F14,Accepted,3.84,144.0,162.0,3.0,International,53.0,4.8,106
Nothwestern University,MS,F14,Accepted,3.57,150.0,166.0,2.5,International,37.0,3.4,26
University Of Southern California (USC),MS,F14,Accepted,3.8,149.0,158.0,3.5,International,50.0,5.7,73
"Texas A&M University, College Station (TAMU)",PhD,F14,Rejected,4.0,154.0,164.0,4.0,International,38.0,3.1,164
"Texas A&M University, College Station (TAMU)",MS,F14,Accepted,3.3,162.0,168.0,3.5,American,38.0,3.1,164
Northeastern University,MS,F14,Accepted,3.7,149.0,158.0,3.5,International,55.0,4.7,213
University Of Southern California (USC),MS,F14,Accepted,3.56,151.0,157.0,4.0,International,50.0,5.7,73
Georgia Institute Of Technology (GTech),MS,F14,Accepted,3.0,158.0,167.0,3.5,International,73.0,6.7,27
Purdue University,MS,F14,Accepted,3.42,147.0,152.0,3.5,American,53.0,4.8,106
University Of Arizona,PhD,F14,Accepted,3.8,149.0,164.0,3.0,International,19.0,1.6,95
"University Of Texas, Arlington",MS,F14,Accepted,3.89,153.0,155.0,3.0,International,15.0,1.8,550
Florida State University (FSU),PhD,F14,Accepted,3.89,153.0,155.0,3.0,International,14.0,1.4,225
"University Of California, Riverside (UCR)",PhD,F14,Accepted,3.89,153.0,155.0,3.0,International,36.0,2.8,117
"University Of California, Riverside (UCR)",PhD,F14,Rejected,3.8,146.0,166.0,3.0,International,36.0,2.8,117
"University Of Maryland, College Park (UMD)",PhD,F14,Accepted,3.85,147.0,162.0,2.5,International,52.0,6.4,98
"University Of Illinois, Chicago (UIC)",MS,F14,Rejected,3.25,146.0,164.0,3.0,International,33.0,2.8,197
University Of Pennsylvania (UPenn),MS,F14,Rejected,3.6,157.0,154.0,5.0,American,46.0,5.6,19
"University Of Texas, Dallas (UT Dallas)",PhD,F14,Accepted,3.6,154.0,155.0,4.0,International,34.0,2.3,260
Northeastern University,MS,F14,Rejected,3.7,155.0,162.0,3.0,International,55.0,4.7,213
Northeastern University,PhD,F14,Rejected,3.0,163.0,168.0,4.0,American,55.0,4.7,213
Northeastern University,PhD,F14,Rejected,3.7,157.0,142.0,3.0,International with US Degree,55.0,4.7,213
Northeastern University,MS,F14,Accepted,3.2,149.0,168.0,3.5,International with US Degree,55.0,4.7,213
University Of Pittsburgh,PhD,F14,Accepted,3.76,161.0,141.0,3.0,International,20.0,2.3,64
University Of Southern California (USC),PhD,F14,Rejected,3.3,159.0,152.0,4.0,International,50.0,5.7,73
"University Of Texas, Austin (UT Austin)",PhD,F14,Accepted,3.57,157.0,170.0,3.5,International,42.0,5.4,29
"University Of California, Davis (UCD)",PhD,F14,Rejected,3.67,161.0,166.0,4.0,American,28.0,2.9,54
"University Of California, Riverside (UCR)",PhD,F14,Rejected,3.75,149.0,159.0,3.0,International,36.0,2.8,117
Columbia University,MS,F14,Rejected,3.97,151.0,165.0,3.0,International,47.0,5.8,18
Georgia Institute Of Technology (GTech),MS,F14,Accepted,3.75,165.0,160.0,4.5,American,73.0,6.7,27
"University Of Texas, San Antonio (UTSA)",PhD,F14,Accepted,3.63,143.0,165.0,2.5,International,11.0,1.4,276
University Of Notre Dame,PhD,F14,Rejected,3.63,143.0,165.0,2.5,International,22.0,1.9,63
Georgia Institute Of Technology (GTech),MS,F14,Accepted,3.9,158.0,164.0,3.0,International,73.0,6.7,27
University Of Connecticut,PhD,S14,Accepted,3.92,153.0,160.0,4.5,International,9.0,1.5,263
University Of Connecticut,PhD,S14,Accepted,3.32,157.0,163.0,5.0,International,9.0,1.5,263
"University Of Minnesota, Twin Cities (UMN)",MS,F14,Rejected,3.86,147.0,161.0,3.5,International,37.0,3.1,52
"University Of Minnesota, Twin Cities (UMN)",MS,F14,Rejected,3.0,160.0,168.0,3.5,International,37.0,3.1,52
"Indiana University, Bloomington",MS,F14,Rejected,3.2,155.0,160.0,3.5,International,42.0,2.6,156
"Indiana University, Bloomington",MS,F14,Accepted,3.43,152.0,156.0,3.0,International,42.0,2.6,156
University Of Southern California (USC),PhD,F14,Rejected,4.0,154.0,164.0,4.0,International,50.0,5.7,73
University Of Southern California (USC),PhD,F14,Rejected,3.7,143.0,163.0,3.0,International,50.0,5.7,73
"University Of Minnesota, Twin Cities (UMN)",MS,F14,Rejected,3.2,161.0,161.0,4.0,International,37.0,3.1,52
North Caroline State University (NCSU),MS,F14,Rejected,3.6,153.0,160.0,4.0,International,30.0,2.3,1000
