university,degree,season,decision,gpa,gre_verbal,gre_quant,gre_writing,status,uni_faculty,uni_pub,world_ranking
North Caroline State University (NCSU),MS,F11,Accepted,3.92,152.0,166.0,3.5,International,30.0,2.3,1000
"University Of Texas, Austin (UT Austin)",PhD,F11,Rejected,3.75,151.0,164.0,3.0,International,42.0,5.4,29
"Texas A&M University, College Station (TAMU)",PhD,F11,Accepted,3.8,154.0,164.0,3.5,International,38.0,3.1,164
Georgia Institute Of Technology (GTech),MS,F11,Accepted,3.5,170.0,144.0,3.5,International,73.0,6.7,27
"University Of Texas, Austin (UT Austin)",PhD,F11,Rejected,3.6,153.0,166.0,3.5,International,42.0,5.4,29
"University Of California, San Diego (UCSD)",PhD,F11,Rejected,3.52,148.0,164.0,3.5,International,53.0,6.9,32
"University Of California, San Diego (UCSD)",MS,F11,Rejected,3.8,150.0,164.0,3.0,International,53.0,6.9,32
Georgia Institute Of Technology (GTech),MS,F11,Accepted,3.9,169.0,166.0,4.5,International with US Degree,73.0,6.7,27
Ohio State University (OSU),PhD,F11,Accepted,3.83,159.0,166.0,4.0,International,35.0,3.4,66
"University Of California, San Diego (UCSD)",PhD,F11,Rejected,3.5,170.0,142.0,4.0,International,53.0,6.9,32
"University Of California, Santa Barbara (UCSB)",PhD,F11,Rejected,3.5,151.0,166.0,4.0,International,25.0,3.5,29
"University Of California, San Diego (UCSD)",MS,F11,Accepted,3.82,149.0,157.0,3.5,American,53.0,6.9,32
"University Of California, San Diego (UCSD)",MS,S11,Rejected,3.1,170.0,147.0,3.5,International,53.0,6.9,32
"University Of California, San Diego (UCSD)",MS,F11,Rejected,3.77,164.0,161.0,4.0,International,53.0,6.9,32
Duke University,MS,F11,Rejected,3.0,150.0,166.0,2.0,International,22.0,2.8,24
Duke University,MS,F11,Rejected,3.4,152.0,166.0,4.5,International,22.0,2.8,24
"University Of California, San Diego (UCSD)",MS,F11,Rejected,3.4,152.0,166.0,4.5,International,53.0,6.9,32
Pennsylvania State University (Penn State),PhD,F11,Accepted,3.85,153.0,166.0,3.0,International,33.0,3.4,109
Massachusetts Institute Of Technology (MIT),MS,F11,Accepted,3.97,168.0,166.0,5.5,International,85.0,12.3,3
Stevens Institute Of Technology (SIT),PhD,F11,Accepted,3.5,149.0,166.0,3.0,International,10.0,1.5,1000
"University Of California, San Diego (UCSD)",MS,F11,Rejected,3.63,156.0,152.0,4.0,American,53.0,6.9,32
Arizona State University (ASU),MS,F11,Accepted,3.0,162.0,160.0,3.5,International,26.0,2.3,161
Purdue University,PhD,F11,Accepted,3.82,158.0,166.0,3.5,International,53.0,4.8,106
Virginia Tech,MS,F11,Accepted,4.0,168.0,166.0,4.5,International,39.0,2.4,72
"University Of California, San Diego (UCSD)",MS,F11,Rejected,3.63,156.0,152.0,4.0,American,53.0,6.9,32
Virginia Tech,PhD,F11,Accepted,3.81,152.0,161.0,3.0,International,39.0,2.4,72
"University Of California, Los Angeles (UCLA)",MS,F11,Rejected,3.4,162.0,166.0,4.0,International,37.0,5.0,11
Rensselaer Polytechnic Institute (RPI),PhD,F11,Rejected,3.75,151.0,164.0,3.0,International,13.0,1.8,104
CUNY,PhD,F11,Accepted,3.2,170.0,144.0,3.0,International,24.0,1.6,1000
University Of Virginia (UVA),PhD,F11,Accepted,3.9,170.0,152.0,4.0,American,21.0,2.4,72
University Of Delaware,PhD,F11,Accepted,3.6,170.0,141.0,3.5,International,11.0,1.4,159
Northeastern University,MS,F11,Rejected,3.3,170.0,141.0,3.0,International with US Degree,55.0,4.7,213
Rensselaer Polytechnic Institute (RPI),PhD,F11,Rejected,3.2,159.0,163.0,3.5,International,13.0,1.8,104
Columbia University,MS,F11,Accepted,3.75,163.0,166.0,3.5,International with US Degree,47.0,5.8,18
"University Of California, San Diego (UCSD)",PhD,F11,Rejected,3.6,160.0,166.0,3.5,International,53.0,6.9,32
University Of Pennsylvania (UPenn),PhD,F11,Rejected,3.7,170.0,163.0,3.5,International with US Degree,46.0,5.6,19
"University Of California, Los Angeles (UCLA)",MS,F11,Accepted,3.91,146.0,155.0,4.5,International with US Degree,37.0,5.0,11
"University Of California, San Diego (UCSD)",MS,F11,Accepted,3.87,170.0,144.0,3.0,International with US Degree,53.0,6.9,32
"University Of California, San Diego (UCSD)",PhD,F11,Rejected,3.79,139.0,166.0,2.0,International,53.0,6.9,32
Johns Hopkins University (JHU),PhD,F11,Rejected,3.55,170.0,152.0,5.0,American,22.0,2.4,13
Johns Hopkins University (JHU),PhD,F11,Rejected,3.5,162.0,166.0,4.5,International,22.0,2.4,13
"Texas A&M University, College Station (TAMU)",PhD,F11,Accepted,4.0,163.0,166.0,3.5,International,38.0,3.1,164
Georgia Institute Of Technology (GTech),MS,F11,Accepted,3.72,158.0,166.0,5.0,American,73.0,6.7,27
University Of Rochester,PhD,F11,Accepted,3.8,147.0,166.0,3.0,International,21.0,2.1,81
"Texas A&M University, College Station (TAMU)",PhD,F11,Rejected,3.77,164.0,166.0,3.5,International,38.0,3.1,164
"University Of California, Los Angeles (UCLA)",MS,F11,Rejected,3.6,158.0,166.0,3.0,International,37.0,5.0,11
"University Of California, Los Angeles (UCLA)",MS,F11,Rejected,3.6,158.0,166.0,3.5,International,37.0,5.0,11
"University Of Michigan, Ann Arbor (UMich)",PhD,F11,Wait listed,3.9,165.0,166.0,4.0,International,63.0,8.6,15
University Of Southern California (USC),MS,F11,Accepted,3.9,165.0,166.0,4.0,International,50.0,5.7,73
"Texas A&M University, College Station (TAMU)",PhD,F11,Accepted,3.9,165.0,166.0,4.0,International,38.0,3.1,164
"University Of California, Santa Barbara (UCSB)",MS,F11,Rejected,3.66,154.0,166.0,3.5,International,25.0,3.5,29
Harvard University,PhD,F11,Rejected,4.0,163.0,166.0,3.5,International,29.0,4.2,2
Northeastern University,MS,F11,Rejected,3.3,145.0,166.0,3.5,International,55.0,4.7,213
"University Of California, San Diego (UCSD)",MS,F11,Accepted,3.7,169.0,164.0,3.0,International,53.0,6.9,32
Georgia Institute Of Technology (GTech),MS,F11,Accepted,3.7,169.0,164.0,3.0,International,73.0,6.7,27
"University Of California, Los Angeles (UCLA)",MS,F11,Accepted,3.5,168.0,164.0,4.5,International,37.0,5.0,11
"University Of California, Los Angeles (UCLA)",MS,F11,Rejected,3.85,149.0,166.0,3.0,International,37.0,5.0,11
"University Of California, Berkeley (UCB)",MS,F11,Accepted,3.96,170.0,144.0,3.0,International,83.0,11.1,8
Harvard University,PhD,F11,Rejected,3.9,161.0,166.0,6.0,American,29.0,4.2,2
"University Of Michigan, Ann Arbor (UMich)",MS,F11,Accepted,3.7,169.0,164.0,3.0,International,63.0,8.6,15
University Of Utah (UoU),PhD,F11,Rejected,3.7,154.0,156.0,3.0,International,40.0,3.6,83
"University Of California, Irvine (UCI)",MS,F11,Accepted,3.66,154.0,166.0,3.5,International,55.0,4.3,49
"University Of California, San Diego (UCSD)",PhD,F11,Rejected,3.4,152.0,159.0,3.0,American,53.0,6.9,32
Georgia Institute Of Technology (GTech),MS,F11,Accepted,3.6,164.0,163.0,4.0,International,73.0,6.7,27
Georgia Institute Of Technology (GTech),MS,F11,Accepted,3.44,164.0,166.0,4.5,International,73.0,6.7,27
Georgia Institute Of Technology (GTech),MS,F11,Rejected,3.9,155.0,166.0,3.5,International,73.0,6.7,27
Georgia Institute Of Technology (GTech),MS,F11,Rejected,3.2,165.0,161.0,5.0,International,73.0,6.7,27
Georgia Institute Of Technology (GTech),MS,F11,Accepted,3.87,168.0,166.0,4.5,International,73.0,6.7,27
"University Of North Carolina, Chapel Hill (UNC)",MS,F11,Accepted,3.8,166.0,164.0,5.0,International,22.0,2.4,30
"University Of California, Santa Barbara (UCSB)",MS,F11,Accepted,3.7,154.0,166.0,3.0,International,25.0,3.5,29
"University Of Illinois, Urbana-Champaign (UIUC)",PhD,F11,Accepted,3.49,170.0,145.0,3.5,International,83.0,9.9,33
Massachusetts Institute Of Technology (MIT),PhD,F11,Rejected,2.58,170.0,142.0,4.5,American,85.0,12.3,3
Georgia Institute Of Technology (GTech),MS,F11,Accepted,3.8,159.0,161.0,3.5,International with US Degree,73.0,6.7,27
"University Of Maryland, College Park (UMD)",PhD,F11,Accepted,3.61,149.0,160.0,3.5,International with US Degree,52.0,6.4,98
University Of Southern California (USC),PhD,F11,Rejected,3.87,159.0,166.0,3.5,International,50.0,5.7,73
Harvard University,PhD,F11,Rejected,2.58,151.0,166.0,4.5,American,29.0,4.2,2
"University Of Washington, Seattle (UW)",MS,F11,Rejected,3.26,170.0,141.0,3.0,International with US Degree,57.0,8.4,23
Harvard University,PhD,F11,Rejected,3.84,156.0,166.0,4.0,American,29.0,4.2,2
"University Of Michigan, Ann Arbor (UMich)",MS,F11,Accepted,3.32,153.0,166.0,3.5,International,63.0,8.6,15
"University Of Wisconsin, Madison",MS,F11,Rejected,3.6,160.0,166.0,4.5,International,48.0,5.9,27
"University Of Texas, Austin (UT Austin)",MS,F11,Accepted,3.6,160.0,166.0,4.5,International,42.0,5.4,29
"University Of Massachusetts, Amherst (UMass)",PhD,F11,Accepted,3.8,166.0,164.0,3.5,International,50.0,4.7,56
"University Of California, Los Angeles (UCLA)",MS,F11,Rejected,3.4,160.0,156.0,4.0,American,37.0,5.0,11
"University Of Texas, Austin (UT Austin)",PhD,F11,Rejected,3.6,168.0,164.0,5.5,American,42.0,5.4,29
"University Of California, Davis (UCD)",PhD,F11,Accepted,3.71,162.0,166.0,5.0,American,28.0,2.9,54
"University Of Maryland, College Park (UMD)",PhD,F11,Accepted,3.71,162.0,166.0,5.0,American,52.0,6.4,98
"University Of Texas, Austin (UT Austin)",PhD,F11,Rejected,3.6,160.0,166.0,3.5,International,42.0,5.4,29
University Of Utah (UoU),MS,F11,Accepted,3.59,167.0,166.0,3.0,International with US Degree,40.0,3.6,83
Georgia Institute Of Technology (GTech),MS,F11,Accepted,3.6,165.0,158.0,4.5,American,73.0,6.7,27
"University Of California, San Diego (UCSD)",PhD,F11,Rejected,3.44,143.0,166.0,4.0,American,53.0,6.9,32
North Caroline State University (NCSU),MS,F11,Accepted,3.7,170.0,136.0,3.5,International,30.0,2.3,1000
Ohio State University (OSU),PhD,F11,Accepted,3.8,156.0,161.0,3.5,International,35.0,3.4,66
Ohio State University (OSU),PhD,F11,Accepted,3.4,168.0,166.0,4.5,International,35.0,3.4,66
Stanford University,MS,F11,Rejected,3.95,165.0,164.0,5.0,International,57.0,11.5,4
Northeastern University,MS,F11,Accepted,3.41,155.0,158.0,3.0,International,55.0,4.7,213
University Of Southern California (USC),PhD,F11,Rejected,3.02,165.0,166.0,4.5,International,50.0,5.7,73
North Caroline State University (NCSU),PhD,F11,Rejected,3.63,160.0,166.0,3.5,International,30.0,2.3,1000
Columbia University,MS,F11,Rejected,3.72,154.0,159.0,3.5,International,47.0,5.8,18
"University Of Nebraska, Lincoln",PhD,F11,Accepted,3.7,167.0,161.0,3.0,International with US Degree,17.0,1.5,260
Stanford University,MS,F11,Rejected,3.77,164.0,161.0,4.0,International,57.0,11.5,4
Stanford University,MS,F11,Accepted,3.61,168.0,166.0,4.0,International,57.0,11.5,4
Stanford University,PhD,F11,Accepted,3.95,164.0,166.0,5.0,International with US Degree,57.0,11.5,4
"University Of Illinois, Urbana-Champaign (UIUC)",PhD,F11,Rejected,3.7,164.0,166.0,4.0,International,83.0,9.9,33
Stanford University,MS,F11,Accepted,3.87,159.0,166.0,3.5,International,57.0,11.5,4
Stanford University,MS,F11,Rejected,3.7,160.0,166.0,3.0,International,57.0,11.5,4
Stanford University,MS,F11,Rejected,3.71,154.0,161.0,4.5,American,57.0,11.5,4
Stanford University,MS,F11,Accepted,3.8,165.0,166.0,5.5,American,57.0,11.5,4
Stanford University,MS,F11,Rejected,3.7,170.0,142.0,4.0,International,57.0,11.5,4
Stanford University,MS,F11,Accepted,3.99,164.0,164.0,5.5,American,57.0,11.5,4
Stanford University,MS,S11,Rejected,3.3,164.0,158.0,4.5,American,57.0,11.5,4
Stanford University,MS,F11,Accepted,3.9,169.0,166.0,4.5,International with US Degree,57.0,11.5,4
Stanford University,MS,F11,Rejected,3.5,170.0,158.0,4.5,International,57.0,11.5,4
Stanford University,MS,F11,Rejected,3.67,169.0,166.0,3.5,International with US Degree,57.0,11.5,4
Stanford University,MS,F11,Rejected,3.92,146.0,155.0,4.5,International with US Degree,57.0,11.5,4
Stanford University,MS,F11,Rejected,3.9,164.0,166.0,5.0,American,57.0,11.5,4
"University Of Illinois, Urbana-Champaign (UIUC)",PhD,F11,Rejected,4.0,162.0,161.0,3.0,International with US Degree,83.0,9.9,33
"University Of Maryland, College Park (UMD)",PhD,F11,Rejected,3.78,170.0,147.0,4.0,International,52.0,6.4,98
Johns Hopkins University (JHU),MS,F11,Rejected,3.6,155.0,166.0,3.5,International,22.0,2.4,13
"University Of Illinois, Urbana-Champaign (UIUC)",MS,F11,Rejected,3.6,155.0,166.0,3.5,International,83.0,9.9,33
Columbia University,PhD,F11,Accepted,3.64,168.0,166.0,3.5,International,47.0,5.8,18
University Of Southern California (USC),PhD,F11,Accepted,3.6,163.0,166.0,5.0,International,50.0,5.7,73
"University Of California, Irvine (UCI)",MS,F11,Accepted,3.34,159.0,166.0,3.5,International,55.0,4.3,49
"University Of Texas, Austin (UT Austin)",PhD,F11,Rejected,3.9,159.0,164.0,4.0,International with US Degree,42.0,5.4,29
"University Of California, Santa Barbara (UCSB)",MS,F11,Accepted,3.84,170.0,154.0,3.0,International with US Degree,25.0,3.5,29
University Of Delaware,MS,F11,Accepted,3.5,153.0,166.0,3.0,International,11.0,1.4,159
New York University (NYU),PhD,F11,Accepted,3.58,159.0,166.0,4.0,International,46.0,4.3,60
Pennsylvania State University (Penn State),MS,F11,Rejected,3.77,164.0,161.0,4.0,International,33.0,3.4,109
University Of Rochester,PhD,F11,Accepted,3.99,168.0,166.0,5.5,American,21.0,2.1,81
Columbia University,MS,F11,Accepted,3.84,152.0,166.0,3.5,International,47.0,5.8,18
"University Of Illinois, Urbana-Champaign (UIUC)",MS,F11,Rejected,3.2,156.0,164.0,4.0,American,83.0,9.9,33
"University Of Illinois, Urbana-Champaign (UIUC)",PhD,F11,Rejected,4.0,151.0,166.0,4.5,International,83.0,9.9,33
"University Of Illinois, Urbana-Champaign (UIUC)",MS,F11,Rejected,3.8,162.0,166.0,3.0,International,83.0,9.9,33
"University Of Illinois, Urbana-Champaign (UIUC)",PhD,F11,Rejected,3.88,156.0,161.0,3.0,International with US Degree,83.0,9.9,33
"University Of Illinois, Urbana-Champaign (UIUC)",PhD,F11,Rejected,3.65,170.0,144.0,3.5,International,83.0,9.9,33
"University Of Texas, Austin (UT Austin)",PhD,F11,Rejected,3.0,147.0,163.0,3.0,International,42.0,5.4,29
North Caroline State University (NCSU),MS,F11,Accepted,3.0,160.0,164.0,4.0,International,30.0,2.3,1000
Columbia University,PhD,F11,Accepted,3.82,158.0,166.0,3.5,International,47.0,5.8,18
Rice University,PhD,F11,Accepted,3.55,164.0,163.0,5.0,American,19.0,2.8,47
Purdue University,PhD,F11,Accepted,3.99,158.0,161.0,3.5,American,53.0,4.8,106
"Texas A&M University, College Station (TAMU)",PhD,F11,Accepted,3.64,159.0,163.0,4.0,International with US Degree,38.0,3.1,164
University Of Pennsylvania (UPenn),MS,F11,Accepted,3.95,162.0,166.0,4.0,International,46.0,5.6,19
Vanderbilt University,PhD,F11,Accepted,3.62,165.0,159.0,5.0,International with US Degree,15.0,1.5,51
"University Of Wisconsin, Madison",PhD,F11,Rejected,3.5,160.0,148.0,4.0,American,48.0,5.9,27
University Of Southern California (USC),PhD,F11,Rejected,3.2,159.0,163.0,3.5,International,50.0,5.7,73
"University Of California, San Diego (UCSD)",MS,F11,Accepted,3.65,163.0,166.0,4.0,International,53.0,6.9,32
New Mexico State University,PhD,F11,Accepted,3.86,145.0,166.0,2.0,International,6.0,1.2,550
Rutgers University,PhD,F11,Accepted,3.56,152.0,163.0,4.5,American,43.0,3.6,105
Rutgers University,PhD,F11,Accepted,3.62,158.0,161.0,4.0,International,43.0,3.6,105
"University Of California, Santa Cruz (UCSC)",MS,F11,Accepted,3.4,152.0,166.0,4.5,International,32.0,2.7,68
Cornell University,MS,F11,Accepted,3.7,153.0,166.0,3.0,International,68.0,8.7,14
Pennsylvania State University (Penn State),MS,F11,Accepted,3.95,160.0,166.0,3.5,International,33.0,3.4,109
Dartmouth College,PhD,F11,Rejected,3.62,164.0,159.0,5.0,International with US Degree,15.0,1.9,99
"Texas A&M University, College Station (TAMU)",PhD,F11,Accepted,3.84,154.0,166.0,4.0,International,38.0,3.1,164
Cornell University,MS,F11,Accepted,3.7,161.0,166.0,4.5,International,68.0,8.7,14
University Of Virginia (UVA),MS,F11,Rejected,3.77,164.0,161.0,4.0,International,21.0,2.4,72
"University Of Wisconsin, Madison",PhD,F11,Accepted,3.7,166.0,166.0,5.0,American,48.0,5.9,27
"University Of Texas, Austin (UT Austin)",MS,F11,Rejected,3.77,164.0,161.0,4.0,International,42.0,5.4,29
Johns Hopkins University (JHU),PhD,F11,Accepted,3.8,163.0,166.0,3.5,International,22.0,2.4,13
"University Of Wisconsin, Madison",PhD,F11,Accepted,3.8,163.0,166.0,3.5,International,48.0,5.9,27
"University Of Maryland, College Park (UMD)",PhD,F11,Wait listed,3.99,155.0,164.0,3.5,International,52.0,6.4,98
"University Of Maryland, College Park (UMD)",PhD,F11,Wait listed,3.99,155.0,164.0,3.5,International,52.0,6.4,98
"University Of Texas, Austin (UT Austin)",MS,F11,Rejected,3.2,167.0,166.0,4.5,International,42.0,5.4,29
Georgia Institute Of Technology (GTech),MS,F11,Accepted,3.9,163.0,166.0,4.0,American,73.0,6.7,27
"University Of Texas, Austin (UT Austin)",MS,F11,Accepted,3.82,158.0,166.0,3.5,International,42.0,5.4,29
"University Of Texas, Austin (UT Austin)",MS,F11,Rejected,3.6,158.0,166.0,3.5,International,42.0,5.4,29
"University Of Maryland, College Park (UMD)",MS,F11,Rejected,3.5,170.0,146.0,3.0,International,52.0,6.4,98
"University Of Wisconsin, Madison",MS,F11,Rejected,3.8,166.0,164.0,5.0,International,48.0,5.9,27
University Of Southern California (USC),MS,F11,Accepted,3.3,166.0,166.0,4.0,American,50.0,5.7,73
"University Of Texas, Austin (UT Austin)",MS,F11,Rejected,3.65,163.0,166.0,4.0,International,42.0,5.4,29
"University Of Texas, San Antonio (UTSA)",PhD,F11,Accepted,3.7,158.0,163.0,3.5,International,11.0,1.4,276
"University Of Texas, Austin (UT Austin)",PhD,F11,Accepted,3.89,156.0,166.0,3.5,International,42.0,5.4,29
"University Of Texas, Austin (UT Austin)",MS,F11,Rejected,3.92,169.0,155.0,4.5,American,42.0,5.4,29
North Caroline State University (NCSU),PhD,F11,Accepted,3.67,156.0,161.0,4.0,International,30.0,2.3,1000
"University Of California, Santa Barbara (UCSB)",MS,F11,Accepted,4.0,168.0,166.0,4.5,International,25.0,3.5,29
"University Of Colorado, Boulder",MS,F11,Accepted,3.3,169.0,144.0,3.0,International,47.0,3.0,67
Dartmouth College,PhD,F11,Rejected,3.3,155.0,160.0,4.0,International,15.0,1.9,99
"University Of Wisconsin, Madison",PhD,F11,Accepted,3.7,162.0,166.0,4.5,American,48.0,5.9,27
"University Of Texas, Austin (UT Austin)",MS,F11,Accepted,3.99,164.0,166.0,4.0,International,42.0,5.4,29
University Of Arizona,MS,F11,Accepted,3.93,159.0,163.0,4.5,International,19.0,1.6,95
University Of New Mexico,PhD,F11,Accepted,4.0,151.0,166.0,4.5,International,14.0,1.5,260
"University Of California, Irvine (UCI)",MS,F11,Accepted,3.59,139.0,164.0,3.0,International,55.0,4.3,49
"University Of Wisconsin, Madison",MS,F11,Accepted,3.7,139.0,164.0,3.5,International,48.0,5.9,27
"University Of Texas, Austin (UT Austin)",MS,F11,Accepted,3.71,154.0,161.0,4.5,American,42.0,5.4,29
Dartmouth College,PhD,F11,Rejected,3.39,147.0,166.0,3.5,International,15.0,1.9,99
"University Of Wisconsin, Madison",MS,F11,Accepted,3.82,165.0,166.0,3.0,International with US Degree,48.0,5.9,27
"University Of Wisconsin, Madison",PhD,F11,Accepted,3.73,170.0,144.0,3.5,International,48.0,5.9,27
"University Of Wisconsin, Madison",PhD,F11,Accepted,3.99,158.0,161.0,3.5,American,48.0,5.9,27
Duke University,PhD,F11,Rejected,4.0,160.0,166.0,3.5,International,22.0,2.8,24
Duke University,PhD,F11,Rejected,3.4,168.0,166.0,4.5,International,22.0,2.8,24
Duke University,PhD,F11,Rejected,3.8,170.0,164.0,3.5,International,22.0,2.8,24
Dartmouth College,PhD,F11,Wait listed,4.0,164.0,163.0,5.5,American,15.0,1.9,99
Rensselaer Polytechnic Institute (RPI),PhD,F11,Rejected,3.64,154.0,166.0,4.0,International,13.0,1.8,104
"University Of Maryland, College Park (UMD)",MS,F11,Rejected,3.7,139.0,164.0,3.5,International,52.0,6.4,98
Pennsylvania State University (Penn State),PhD,F11,Accepted,3.8,166.0,164.0,3.5,International,33.0,3.4,109
"University Of Wisconsin, Madison",PhD,F11,Rejected,3.8,166.0,163.0,3.5,International,48.0,5.9,27
"University Of Wisconsin, Madison",PhD,F11,Rejected,3.74,170.0,142.0,3.0,International,48.0,5.9,27
"University Of Wisconsin, Madison",PhD,F11,Rejected,3.1,162.0,166.0,3.0,International,48.0,5.9,27
"University Of Wisconsin, Madison",PhD,F11,Rejected,3.4,168.0,166.0,4.5,International,48.0,5.9,27
"University Of Wisconsin, Madison",PhD,F11,Rejected,3.6,153.0,166.0,3.5,International,48.0,5.9,27
"University Of Wisconsin, Madison",MS,F11,Rejected,3.4,157.0,160.0,3.0,International,48.0,5.9,27
"University Of Wisconsin, Madison",PhD,F11,Rejected,3.82,158.0,166.0,3.5,International,48.0,5.9,27
"University Of Wisconsin, Madison",PhD,F11,Rejected,3.75,157.0,163.0,4.0,International with US Degree,48.0,5.9,27
"University Of California, Los Angeles (UCLA)",PhD,F11,Rejected,3.99,155.0,164.0,3.5,International,37.0,5.0,11
"University Of Maryland, College Park (UMD)",PhD,F11,Rejected,3.5,156.0,158.0,3.5,International,52.0,6.4,98
"University Of Maryland, College Park (UMD)",PhD,F11,Rejected,3.73,153.0,161.0,3.5,International,52.0,6.4,98
"University Of Maryland, College Park (UMD)",PhD,F11,Rejected,3.87,159.0,166.0,3.5,International,52.0,6.4,98
"University Of California, Los Angeles (UCLA)",PhD,F11,Rejected,3.6,153.0,166.0,3.5,International,37.0,5.0,11
"University Of California, Los Angeles (UCLA)",PhD,F11,Rejected,3.5,151.0,161.0,3.0,International,37.0,5.0,11
University Of Southern California (USC),PhD,F11,Accepted,3.5,163.0,166.0,5.0,International,50.0,5.7,73
"University Of Illinois, Urbana-Champaign (UIUC)",PhD,F11,Rejected,3.4,152.0,159.0,3.0,American,83.0,9.9,33
University Of Chicago (UChicago),PhD,F11,Rejected,3.69,156.0,161.0,4.0,International,23.0,2.7,12
"University Of California, Irvine (UCI)",MS,F11,Accepted,3.89,154.0,166.0,4.0,International with US Degree,55.0,4.3,49
Arizona State University (ASU),PhD,F11,Accepted,3.9,164.0,166.0,4.0,International,26.0,2.3,161
"University Of Illinois, Urbana-Champaign (UIUC)",PhD,F11,Rejected,3.94,143.0,166.0,3.0,International,83.0,9.9,33
Purdue University,PhD,F11,Rejected,3.94,143.0,166.0,3.0,International,53.0,4.8,106
Brandeis University,MS,F11,Accepted,3.0,154.0,163.0,3.0,International,6.0,1.1,150
Carnegie Mellon University (CMU),MS,F11,Rejected,3.44,146.0,164.0,3.0,International,152.0,18.1,20
University Of Central Florida (UCF),PhD,F11,Accepted,3.85,170.0,152.0,3.0,International with US Degree,24.0,2.0,1000
Brandeis University,MS,F11,Accepted,3.7,153.0,166.0,3.5,International,6.0,1.1,150
College Of William & Mary,MS,F11,Accepted,3.68,157.0,153.0,4.5,American,12.0,1.6,75
"University Of Illinois, Urbana-Champaign (UIUC)",MS,F11,Rejected,3.93,159.0,163.0,4.5,International,83.0,9.9,33
"University Of Illinois, Urbana-Champaign (UIUC)",MS,F11,Rejected,3.71,154.0,161.0,4.5,American,83.0,9.9,33
Brown University,MS,F11,Accepted,3.71,154.0,161.0,4.5,American,26.0,3.3,55
"University Of California, Berkeley (UCB)",MS,F11,Rejected,3.9,166.0,166.0,5.0,International,83.0,11.1,8
Princeton University,MS,F11,Rejected,3.9,166.0,166.0,5.0,International,51.0,5.3,5
"University Of Illinois, Urbana-Champaign (UIUC)",MS,F11,Rejected,3.65,163.0,166.0,4.0,International,83.0,9.9,33
"University Of California, Davis (UCD)",PhD,F11,Accepted,3.28,149.0,151.0,3.5,American,28.0,2.9,54
"University Of California, Davis (UCD)",PhD,F11,Accepted,3.28,149.0,151.0,3.5,American,28.0,2.9,54
"University Of North Carolina, Chapel Hill (UNC)",PhD,F11,Accepted,2.9,156.0,160.0,5.5,American,22.0,2.4,30
"University Of California, Santa Barbara (UCSB)",MS,F11,Accepted,3.59,139.0,164.0,3.0,International,25.0,3.5,29
Princeton University,PhD,F11,Rejected,4.0,151.0,166.0,4.5,International,51.0,5.3,5
Princeton University,PhD,F11,Rejected,4.0,154.0,166.0,4.0,International,51.0,5.3,5
Iowa State University (ISU),MS,F11,Rejected,3.4,158.0,160.0,3.0,International,15.0,1.5,156
University Of Virginia (UVA),MS,F11,Rejected,3.7,158.0,163.0,3.5,International,21.0,2.4,72
"University Of Michigan, Ann Arbor (UMich)",PhD,F11,Rejected,3.6,155.0,166.0,3.5,International,63.0,8.6,15
University Of Chicago (UChicago),PhD,F11,Rejected,3.18,140.0,166.0,3.0,International,23.0,2.7,12
Carnegie Mellon University (CMU),MS,F11,Accepted,3.9,169.0,166.0,4.5,International with US Degree,152.0,18.1,20
Carnegie Mellon University (CMU),MS,F11,Accepted,3.3,170.0,146.0,3.0,International,152.0,18.1,20
"University Of Washington, Seattle (UW)",MS,F11,Accepted,3.7,169.0,164.0,3.0,International,57.0,8.4,23
University Of Chicago (UChicago),PhD,F11,Rejected,3.84,156.0,166.0,4.5,American,23.0,2.7,12
University Of Pittsburgh,PhD,F11,Accepted,3.93,162.0,166.0,5.5,American,20.0,2.3,64
"University Of Maryland, College Park (UMD)",MS,F11,Accepted,3.8,170.0,161.0,5.0,American,52.0,6.4,98
"University Of Illinois, Urbana-Champaign (UIUC)",PhD,F11,Accepted,3.7,167.0,166.0,3.5,International,83.0,9.9,33
"University Of California, Berkeley (UCB)",PhD,F11,Rejected,3.99,158.0,161.0,3.5,American,83.0,11.1,8
University Of Southern California (USC),MS,F11,Accepted,3.57,146.0,166.0,3.0,International,50.0,5.7,73
Stanford University,PhD,F11,Rejected,3.89,141.0,166.0,3.0,International,57.0,11.5,4
"University Of California, Berkeley (UCB)",PhD,F11,Rejected,3.79,151.0,166.0,3.5,International,83.0,11.1,8
"University Of California, Berkeley (UCB)",PhD,F11,Rejected,3.96,160.0,166.0,3.5,International,83.0,11.1,8
"University Of California, Berkeley (UCB)",MS,F11,Rejected,3.99,164.0,164.0,5.5,American,83.0,11.1,8
"University Of Texas, Austin (UT Austin)",PhD,F11,Rejected,3.5,159.0,164.0,4.5,American,42.0,5.4,29
North Caroline State University (NCSU),PhD,F11,Accepted,3.9,159.0,164.0,4.0,International with US Degree,30.0,2.3,1000
"University Of California, Berkeley (UCB)",MS,F11,Rejected,3.9,168.0,166.0,4.5,American,83.0,11.1,8
"University Of California, Berkeley (UCB)",MS,F11,Rejected,3.9,154.0,166.0,4.0,International with US Degree,83.0,11.1,8
"University Of California, Berkeley (UCB)",PhD,F11,Rejected,3.67,156.0,166.0,3.5,International,83.0,11.1,8
"University Of California, Berkeley (UCB)",MS,F11,Rejected,3.91,146.0,155.0,4.5,Other,83.0,11.1,8
